@relation winequality-white-weka.filters.unsupervised.attribute.AddID-Cfirst-NID-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.AddID-Cfirst-Ntype_of_wine-weka.filters.unsupervised.instance.Resample-S1-Z80.0-no-replacement

@attribute type_of_wine numeric
@attribute fixed_acidity numeric
@attribute volatile_acidity numeric
@attribute citric_acid numeric
@attribute residual_sugar numeric
@attribute chlorides numeric
@attribute free_sulfur_dioxide numeric
@attribute total_sulfur_dioxide numeric
@attribute density numeric
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric
@attribute quality {quality,3,4,5,6,7,8,9}

@data
612,7.4,0.24,0.4,4.3,0.032,9,95,0.992,3.09,0.39,11.1,6
3905,5,0.455,0.18,1.9,0.036,33,106,0.98746,3.21,0.83,14,7
6011,7.9,0.33,0.41,1.5,0.056,6,35,0.99396,3.29,0.71,11,6
250,6.1,0.41,0.14,10.4,0.037,18,119,0.996,3.38,0.45,10,5
3922,7.3,0.36,0.34,14.8,0.057,46,173,0.99751,3.14,0.57,10.2,5
1515,7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11,7
2114,5.7,0.33,0.15,1.9,0.05,20,93,0.9934,3.38,0.62,9.9,5
2708,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5
2632,6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7
3308,9.4,0.24,0.29,8.5,0.037,124,208,0.99395,2.9,0.38,11,3
4048,6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6
5276,9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,7
3383,6.5,0.28,0.34,3.6,0.04,29,121,0.99111,3.28,0.48,12.1,7
6107,7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7
2305,7.5,0.42,0.2,1.4,0.06,15,168,0.9944,3.06,0.4,9.4,6
400,6.4,0.19,0.42,2.9,0.032,32,83,0.9908,3.3,0.41,11.7,6
4364,7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,5
3530,7.1,0.35,0.27,3.1,0.034,28,134,0.9897,3.26,0.38,13.1,7
2006,7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,6
5223,10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,6
3178,5.6,0.41,0.22,7.1,0.05,44,154,0.9931,3.3,0.4,10.5,5
4439,6.1,0.21,0.19,1.4,0.046,51,131,0.99184,3.22,0.39,10.5,5
607,7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6,5
1095,7.4,0.24,0.31,8.4,0.045,52,183,0.9963,3.09,0.32,8.8,5
1988,8.1,0.22,0.28,7.7,0.043,57,176,0.9954,3.12,0.55,10,5
1129,5.7,0.1,0.27,1.3,0.047,21,100,0.9928,3.27,0.46,9.5,5
112,7.2,0.27,0.46,18.75,0.052,45,255,1,3.04,0.52,8.9,5
9,6.3,0.3,0.34,1.6,0.049,14,132,0.994,3.3,0.49,9.5,6
5712,6.9,0.39,0.24,2.1,0.102,4,7,0.99462,3.44,0.58,11.4,4
2439,6.9,0.43,0.28,9.4,0.056,29,183,0.99594,3.17,0.43,9.4,5
2773,6.2,0.29,0.32,3.6,0.026,39,138,0.9892,3.31,0.37,13.1,7
4280,6.2,0.24,0.27,16.8,0.04,48,129,0.99691,3.23,0.38,10.5,6
1081,6.8,0.15,0.33,4.7,0.059,31,118,0.9956,3.43,0.39,9,7
5882,9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,6
6340,7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.566667,6
2132,7.1,0.22,0.32,16.9,0.056,49,158,0.9998,3.37,0.38,9.6,6
4202,6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,6
368,6.9,0.33,0.21,1,0.053,39,148,0.9927,3.12,0.45,9.4,6
6375,9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,5
3221,9,0.38,0.53,2.1,0.102,19,76,0.99001,2.93,0.57,12.9,5
147,5.6,0.16,0.27,1.4,0.044,53,168,0.9918,3.28,0.37,10.1,6
968,6.8,0.22,0.35,17.5,0.039,38,153,0.9994,3.24,0.42,9,6
4925,7.6,0.41,0.24,1.8,0.08,4,11,0.9962,3.28,0.59,9.5,5
3014,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6
2793,6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,5
3103,6.5,0.29,0.26,7,0.04,18,113,0.99366,3.17,0.38,10.2,6
3572,5.9,0.655,0,5.6,0.033,8,31,0.9936,3.32,0.51,10.5,4
5969,9.3,0.33,0.45,1.5,0.057,19,37,0.99498,3.18,0.89,11.1,7
771,6.8,0.12,0.31,5.2,0.045,29,120,0.9942,3.41,0.46,9.8,7
1891,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5
5596,7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6
1947,6.4,0.22,0.32,12,0.066,57,158,0.9992,3.6,0.43,9,6
3118,6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9,7
5563,12.1,0.4,0.52,2,0.092,15,54,1,3.03,0.66,10.2,5
5546,8.3,0.845,0.01,2.2,0.07,5,14,0.9967,3.32,0.58,11,4
1105,7.3,0.31,0.69,10.2,0.041,58,160,0.9977,3.06,0.45,8.6,5
2034,7.2,0.23,0.33,12.7,0.049,50,183,0.9987,3.41,0.4,9.8,5
5141,7.7,0.58,0.1,1.8,0.102,28,109,0.99565,3.08,0.49,9.8,6
1300,7.8,0.23,0.28,4.75,0.042,45,166,0.9928,2.96,0.4,11.5,5
5176,11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6
2183,6.6,0.32,0.27,10.9,0.041,37,146,0.9963,3.24,0.47,10,5
2883,7,0.24,0.3,6.7,0.039,37,125,0.99436,3.2,0.39,9.9,5
5074,6.9,0.5,0.04,1.5,0.085,19,49,0.9958,3.35,0.78,9.5,5
1706,6.6,0.25,0.31,1.5,0.035,32,127,0.9921,3.41,0.47,11.3,6
1355,7.8,0.13,0.3,1.8,0.04,43,179,0.9955,3.43,0.41,9,5
4166,6.6,0.22,0.35,1.4,0.05,23,83,0.99019,3.17,0.48,12,7
238,6.8,0.52,0.32,13.2,0.044,54,221,0.9972,3.27,0.5,9.6,6
1507,8.1,0.2,0.49,8.1,0.051,51,205,0.9954,3.1,0.52,11,6
5845,10.2,0.44,0.58,4.1,0.092,11,24,0.99745,3.29,0.99,12,7
2510,8,0.27,0.57,10.4,0.053,18,134,0.99732,3.12,0.68,9,5
4068,6.9,0.38,0.28,8.3,0.062,22,166,0.99506,3.16,0.72,10.6,5
1059,7.5,0.21,0.34,1.2,0.06,26,111,0.9931,3.51,0.47,10.7,6
2078,7,0.22,0.39,2.1,0.055,39,198,0.9951,3.52,0.54,10.2,6
5377,9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,5
4194,8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,6
997,6,0.26,0.34,1.3,0.046,6,29,0.9924,3.29,0.63,10.4,5
5016,7.8,0.56,0.12,2,0.082,7,28,0.997,3.37,0.5,9.4,6
5705,8.4,0.25,0.39,2,0.041,4,10,0.99386,3.27,0.71,12.5,7
6101,8.6,0.42,0.39,1.8,0.068,6,12,0.99516,3.35,0.69,11.7,8
1787,7.4,0.33,0.26,2.6,0.04,29,115,0.9913,3.07,0.52,11.8,7
3452,6.6,0.21,0.29,5.35,0.029,43,106,0.99112,2.93,0.43,11.5,7
4260,3.8,0.31,0.02,11.1,0.036,20,114,0.99248,3.75,0.44,12.4,6
4338,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
1467,6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,6
3700,7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,5
3322,6,0.26,0.33,4.35,0.04,15,80,0.98934,3.29,0.5,12.7,6
5156,6.6,0.695,0,2.1,0.075,12,56,0.9968,3.49,0.67,9.2,5
1902,7.4,0.21,0.3,7.9,0.039,14,118,0.9942,2.96,0.34,10.4,5
1943,8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,5
4178,6.4,0.25,0.33,1.7,0.037,35,113,0.99164,3.23,0.66,10.6,6
6099,7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,6
1544,7.3,0.14,0.49,1.1,0.038,28,99,0.9928,3.2,0.72,10.6,6
6133,7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,6
5966,11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,7
3884,6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,6
6085,6.6,0.8,0.03,7.8,0.079,6,12,0.9963,3.52,0.5,12.2,5
683,5.9,0.25,0.25,11.3,0.052,30,165,0.997,3.24,0.44,9.5,6
953,6.5,0.17,0.33,1.4,0.028,14,99,0.9928,3.23,0.55,10.1,6
5769,7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6
2899,8.6,0.18,0.28,0.8,0.032,25,78,0.99104,2.99,0.38,11.1,5
1881,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5
2808,7.5,0.18,0.72,9.6,0.039,53,151,0.99802,3.03,0.46,8.9,5
537,7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1,5
590,7,0.23,0.33,5.8,0.04,25,136,0.995,3.19,0.58,9.5,6
4849,7,0.36,0.35,2.5,0.048,67,161,0.99146,3.05,0.56,11.1,6
3764,6.7,0.39,0.24,2.7,0.017,22,80,0.99084,3.03,0.37,11.5,5
4585,5.9,0.34,0.25,2,0.042,12,110,0.99034,3.02,0.54,11.4,6
6094,6.2,0.43,0.22,1.8,0.078,21,56,0.99633,3.52,0.6,9.5,6
2013,6.8,0.18,0.46,1.4,0.064,37,160,0.9924,3.37,0.45,11.1,5
1434,7.1,0.29,0.49,1.2,0.031,32,99,0.9893,3.07,0.33,12.2,6
1772,6.5,0.18,0.26,1.4,0.041,40,141,0.9941,3.34,0.72,9.5,6
4225,5.4,0.22,0.35,6.5,0.029,26,87,0.99092,3.29,0.44,12.5,7
2915,6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,6
3633,6.5,0.21,0.51,17.6,0.045,34,125,0.99966,3.2,0.47,8.8,6
5089,8.2,0.5,0.35,2.9,0.077,21,127,0.9976,3.23,0.62,9.4,5
1275,8.4,0.35,0.56,13.8,0.048,55,190,0.9993,3.07,0.58,9.4,6
5007,8,0.33,0.53,2.5,0.091,18,80,0.9976,3.37,0.8,9.6,6
1739,7.5,0.15,0.38,1.8,0.054,19,101,0.9946,3.24,0.44,10,5
1800,6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,6
6414,6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.25,6
6459,7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5
1100,5.8,0.29,0.21,2.6,0.025,12,120,0.9894,3.39,0.79,14,7
3513,6.3,0.21,0.31,1.2,0.043,30,117,0.99158,3.49,0.68,11,6
4151,7.6,0.48,0.31,9.4,0.046,6,194,0.99714,3.07,0.61,9.4,5
4534,6.1,0.25,0.18,10.5,0.049,41,124,0.9963,3.14,0.35,10.5,5
1357,7.3,0.22,0.41,15.4,0.05,55,191,1,3.32,0.59,8.9,6
1471,7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,7
5098,6.9,1.09,0.06,2.1,0.061,12,31,0.9948,3.51,0.43,11.4,4
4227,5.6,0.255,0.57,10.7,0.056,66,171,0.99464,3.25,0.61,10.4,7
2717,7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,5
3466,6.8,0.19,0.34,1.9,0.04,41,108,0.99,3.25,0.45,12.9,6
258,6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11,7
816,6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9,5
5864,8.3,0.34,0.4,2.4,0.065,24,48,0.99554,3.34,0.86,11,6
5598,11.8,0.38,0.55,2.1,0.071,5,19,0.9986,3.11,0.62,10.8,6
1719,9.3,0.2,0.33,1.7,0.05,28,178,0.9954,3.16,0.43,9,4
3787,7.4,0.29,0.48,12.8,0.037,61.5,182,0.99808,3.02,0.34,8.8,5
388,6.3,0.39,0.35,5.9,0.04,82.5,260,0.9941,3.12,0.66,10.1,5
5064,7.8,0.63,0.48,1.7,0.1,14,96,0.9961,3.19,0.62,9.5,5
4395,6.3,0.2,0.26,12.7,0.046,60,143,0.99526,3.26,0.35,10.8,6
4006,6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,6
1009,6.6,0.22,0.37,1.2,0.059,45,199,0.993,3.37,0.55,10.3,7
1484,6.9,0.25,0.24,3.6,0.057,13,85,0.9942,2.99,0.48,9.5,4
2263,8.5,0.25,0.31,2.8,0.032,11,61,0.99189,3.06,0.44,11.5,6
6152,7.9,0.66,0,1.4,0.096,6,13,0.99569,3.43,0.58,9.5,5
2705,6.6,0.26,0.38,6.5,0.17,68,201,0.9956,3.19,0.38,9.4,6
911,6.3,0.33,0.2,5.8,0.04,24,144,0.99425,3.15,0.63,9.9,5
2999,6,0.32,0.3,1.3,0.025,18,112,0.98802,3.07,0.64,13.3,7
6279,7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,6
4115,7.5,0.21,0.29,1.5,0.046,35,107,0.99123,3.15,0.45,11.3,6
3579,6.7,0.22,0.22,1.2,0.038,5,124,0.99098,3.1,0.37,11.2,4
146,6.3,0.255,0.37,1.1,0.04,37,114,0.9905,3,0.39,10.9,6
5605,7,0.78,0.08,2,0.093,10,19,0.9956,3.4,0.47,10,5
1157,7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6
2069,5.7,0.32,0.18,1.4,0.029,26,104,0.9906,3.44,0.37,11,6
6263,7.2,0.605,0.02,1.9,0.096,10,31,0.995,3.46,0.53,11.8,6
859,6.7,0.22,0.39,10.2,0.038,60,149,0.99725,3.17,0.54,10,7
5239,12.2,0.34,0.5,2.4,0.066,10,21,1,3.12,1.18,9.2,6
3465,6.9,0.29,0.41,7.8,0.046,52,171,0.99537,3.12,0.51,9.6,5
6397,6.6,0.895,0.04,2.3,0.068,7,13,0.99582,3.53,0.58,10.8,6
3630,6.4,0.36,0.2,5.7,0.118,61,172,0.9946,3.24,0.43,9.5,6
1670,7.1,0.31,0.38,1.2,0.036,10,124,0.9924,3.14,0.44,9.9,6
3474,6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8
4897,5.5,0.29,0.3,1.1,0.022,20,110,0.98869,3.34,0.38,12.8,7
5352,10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7
924,6.5,0.26,0.27,12.9,0.044,69,215,0.9967,3.17,0.43,10,6
4284,6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6
5337,10.4,0.41,0.55,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,6
4440,7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8,5
4222,6.3,0.28,0.34,8.1,0.038,44,129,0.99248,3.26,0.29,12.1,6
2288,6.7,0.43,0.23,5,0.157,49,145,0.99471,3.17,0.49,9.4,5
5269,6.9,0.765,0.02,2.3,0.063,35,63,0.9975,3.57,0.78,9.9,5
4209,5.6,0.23,0.29,3.1,0.023,19,89,0.99068,3.25,0.51,11.2,6
3725,5.4,0.255,0.33,1.2,0.051,29,122,0.99048,3.37,0.66,11.3,6
6132,10.2,0.23,0.37,2.2,0.057,14,36,0.99614,3.23,0.49,9.3,4
542,7.2,0.46,0.65,10.4,0.05,76,192,0.9976,3.16,0.42,8.7,5
2210,7,0.32,0.35,1.5,0.039,24,125,0.9918,3.17,0.64,12.2,6
4069,7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,6
5127,7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,6
1611,7.5,0.32,0.49,1.7,0.031,44,109,0.9906,3.07,0.46,12.5,6
1045,7.2,0.21,0.37,1.6,0.049,23,94,0.9924,3.16,0.48,10.9,7
4937,5.7,1.13,0.09,1.5,0.172,7,19,0.994,3.5,0.48,9.8,4
4838,6.5,0.28,0.38,7.8,0.031,54,216,0.99154,3.03,0.42,13.1,6
3305,6,0.32,0.3,1.9,0.033,41,142,0.98912,3.29,0.42,12.8,7
6316,7.3,0.34,0.33,2.5,0.064,21,37,0.9952,3.35,0.77,12.1,7
2559,6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7
5548,6.7,0.42,0.27,8.6,0.068,24,148,0.9948,3.16,0.57,11.3,6
3107,7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4,6
6307,8.1,0.29,0.36,2.2,0.048,35,53,0.995,3.27,1.01,12.4,7
5872,8.5,0.34,0.44,1.7,0.079,6,12,0.99605,3.52,0.63,10.7,5
2354,7,0.18,0.26,1.4,0.044,46,89,0.99256,3.39,0.48,10.7,7
764,5,0.44,0.04,18.6,0.039,38,128,0.9985,3.37,0.57,10.2,6
2139,5.5,0.24,0.32,8.7,0.06,19,102,0.994,3.27,0.31,10.4,5
800,6,0.18,0.31,1.4,0.036,14,75,0.99085,3.34,0.58,11.1,8
4114,6.1,0.17,0.29,1.1,0.041,32,92,0.99036,3.26,0.57,11.2,6
808,6.2,0.29,0.26,13.1,0.046,55,204,0.99745,3.16,0.41,9.6,6
1908,7.9,0.37,0.3,2.7,0.029,64,158,0.9916,3.12,0.59,12,7
71,6.2,0.27,0.43,7.8,0.056,48,244,0.9956,3.1,0.51,9,6
5105,12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,7
2776,7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,8
2358,8.9,0.21,0.37,1.2,0.028,20,93,0.99244,3.2,0.37,11.5,5
1809,7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,5
2292,8.6,0.17,0.28,2.7,0.047,38,150,0.99365,3.1,0.56,10.8,6
4493,6,0.19,0.37,9.7,0.032,17,50,0.9932,3.08,0.66,12,6
6431,7.2,0.53,0.13,2,0.058,18,22,0.99573,3.21,0.68,9.9,6
1932,7.1,0.49,0.22,2,0.047,146.5,307.5,0.9924,3.24,0.37,11,3
6004,6.3,0.57,0.28,2.1,0.048,13,49,0.99374,3.41,0.6,12.8,5
5351,6.8,0.56,0.03,1.7,0.084,18,35,0.9968,3.44,0.63,10,6
2109,7.4,0.18,0.36,13.1,0.056,72,163,1,3.42,0.35,9.1,6
317,6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6,6
2082,7.5,0.42,0.14,10.7,0.046,18,95,0.9959,3.22,0.33,10.7,5
1810,8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8,6
36,7.3,0.28,0.43,1.7,0.08,21,123,0.9905,3.19,0.42,12.8,5
425,6.9,0.23,0.38,8.3,0.047,47,162,0.9954,3.34,0.52,10.5,7
3342,7.6,0.17,0.27,4.6,0.05,23,98,0.99422,3.08,0.47,9.5,6
2259,7.6,0.48,0.28,10.4,0.049,57,205,0.99748,3.24,0.45,9.3,5
2275,7.3,0.19,0.25,1.4,0.051,41,107,0.99382,3.53,0.66,10.5,7
2527,6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5,7
2844,5.9,0.22,0.38,1.3,0.046,24,90,0.99232,3.2,0.47,10,6
1975,7.5,0.26,0.26,18.35,0.084,33,139,1.0011,3.17,0.39,8.8,5
574,7.2,0.2,0.34,2.7,0.032,49,151,0.99,3.16,0.39,12.7,7
901,6.6,0.2,0.38,7.9,0.052,30,145,0.9947,3.32,0.56,11,7
4141,6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6
1370,7.4,0.64,0.47,14.15,0.168,42,185,0.9984,2.9,0.49,9.3,5
1056,8.6,0.26,0.41,2.2,0.049,29,111,0.9941,2.96,0.44,10,5
1387,5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7,7
285,7.1,0.35,0.24,15.4,0.055,46,198,0.9988,3.12,0.49,8.8,5
2424,7.2,0.24,0.29,3,0.036,17,117,0.99411,3.36,0.68,10.1,6
5161,8,0.52,0.03,1.7,0.07,10,35,0.99575,3.34,0.57,10,5
5240,10.6,0.42,0.48,2.7,0.065,5,18,0.9972,3.21,0.87,11.3,6
5846,8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7
2648,5.8,0.15,0.28,0.8,0.037,43,127,0.99198,3.24,0.51,9.3,5
470,7.2,0.29,0.53,18.15,0.047,59,182,0.9992,3.09,0.52,9.6,5
141,6.3,0.31,0.34,2.2,0.045,20,77,0.9927,3.3,0.43,10.2,5
2362,8.2,0.25,0.46,3.75,0.05,14,102,0.99524,3.28,0.58,9.7,5
1328,6.8,0.26,0.33,1.5,0.047,44,167,0.9928,3.12,0.44,10.5,6
4670,5.9,0.44,0.33,1.2,0.049,12,117,0.99134,3.46,0.44,11.5,5
594,6.4,0.45,0.07,1.1,0.03,10,131,0.9905,2.97,0.28,10.8,5
2995,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7
3564,7,0.48,0.12,4.5,0.05,23,86,0.99398,2.86,0.35,9,5
2387,6.9,0.3,0.29,1.3,0.053,24,189,0.99362,3.29,0.54,9.9,4
3682,7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8
6186,8,0.6,0.08,2.6,0.056,3,7,0.99286,3.22,0.37,13,5
3626,7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,5
4799,5.9,0.32,0.19,14.5,0.042,37,115,0.99684,3.16,0.43,10.3,5
3599,5.8,0.2,0.24,1.4,0.033,65,169,0.99043,3.59,0.56,12.3,7
5964,7.7,0.61,0.18,2.4,0.083,6,20,0.9963,3.29,0.6,10.2,6
3293,6.6,0.28,0.41,7,0.046,59,194,0.99558,3.14,0.48,9.4,5
2268,6.6,0.19,0.43,10.9,0.045,53,154,0.99752,3.52,0.77,10.4,6
6360,6.2,0.785,0,2.1,0.06,6,13,0.99664,3.59,0.61,10,4
4154,6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,5
2265,6.6,0.19,0.43,10.9,0.045,53,154,0.99752,3.52,0.77,10.4,6
6361,6.8,0.64,0.03,2.3,0.075,14,31,0.99545,3.36,0.58,10.4,6
6073,7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,6
2805,6.4,0.22,0.32,7.2,0.028,15,83,0.993,3.13,0.55,10.9,8
3286,6.8,0.21,0.31,2.9,0.046,40,121,0.9913,3.07,0.65,10.9,7
2157,7.9,0.28,0.32,3.6,0.038,9,76,0.992,3.05,0.31,11.7,4
3785,6.5,0.25,0.27,17.4,0.064,29,140,0.99776,3.2,0.49,10.1,6
5928,7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,7
214,6.7,0.13,0.29,5.3,0.051,31,122,0.9944,3.44,0.37,9.7,6
4476,5.7,0.22,0.33,1.9,0.036,37,110,0.98945,3.26,0.58,12.4,6
6462,7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5
5233,7.9,0.65,0.01,2.5,0.078,17,38,0.9963,3.34,0.74,11.7,7
5638,9,0.69,0,2.4,0.088,19,38,0.999,3.35,0.6,9.3,5
1761,6.4,0.28,0.19,5.4,0.042,67,181,0.99435,3.31,0.35,10.2,6
3695,7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,5
4891,6.1,0.34,0.29,2.2,0.036,25,100,0.98938,3.06,0.44,11.8,6
3921,7.4,0.25,0.37,2.6,0.05,24,132,0.99138,3.04,0.53,11.2,6
2111,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,5
3242,5.8,0.3,0.42,1.1,0.036,19,113,0.98871,3.1,0.46,12.6,7
5581,8.5,0.46,0.31,2.25,0.078,32,58,0.998,3.33,0.54,9.8,5
4303,7.1,0.39,0.39,11.1,0.034,25,204,0.99616,3.05,0.52,10,6
3562,7,0.48,0.12,4.5,0.05,23,86,0.99398,2.86,0.35,9,5
3142,5.9,0.33,0.32,8.1,0.038,9,34,0.9911,3.22,0.36,12.7,7
1900,6.7,0.44,0.31,1.9,0.03,41,104,0.99,3.29,0.62,12.6,7
4577,5.9,0.3,0.29,1.1,0.036,23,56,0.9904,3.19,0.38,11.3,5
3437,6.9,0.24,0.23,7.1,0.041,20,97,0.99246,3.1,0.85,11.4,6
562,5.9,0.37,0.1,1.6,0.057,39,128,0.9924,3.24,0.48,10.1,5
1342,7.6,0.54,0.23,2,0.029,13,151,0.9931,3.04,0.33,10.4,5
1230,8.3,0.33,0.42,1.15,0.033,18,96,0.9911,3.2,0.32,12.4,3
3644,6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,6
3070,7,0.53,0.43,6.1,0.029,6,76,0.99118,3.08,0.5,12.5,8
4519,9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,6
3855,5.9,0.12,0.27,4.8,0.03,40,110,0.99226,3.55,0.68,12.1,6
1017,6.8,0.37,0.47,11.2,0.071,44,136,0.9968,2.98,0.88,9.2,5
1384,7.1,0.36,0.56,1.3,0.046,25,102,0.9923,3.24,0.33,10.5,6
3779,6.3,0.15,0.3,1.4,0.022,38,100,0.99099,3.42,0.57,11.4,7
3875,6.7,0.26,0.51,8,0.062,50,194,0.99545,3.13,0.5,9.6,5
693,6,0.36,0.16,6.3,0.036,36,191,0.9942,3.17,0.62,9.8,5
5622,7.1,0.31,0.3,2.2,0.053,36,127,0.9965,2.94,1.62,9.5,5
3903,6.1,0.22,0.38,2.8,0.144,12,65,0.9908,2.95,0.64,11.4,6
397,8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,5
2788,6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1,5
4375,6.4,0.35,0.21,2.1,0.051,46,171,0.9932,3.16,0.5,9.5,5
4991,8.6,0.49,0.29,2,0.11,19,133,0.9972,2.93,1.98,9.8,5
5349,11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,6
411,7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,6
5229,10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,6
6067,6.5,0.34,0.27,2.8,0.067,8,44,0.99384,3.21,0.56,12,6
2106,6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1,5
6087,6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,5
3662,6.7,0.22,0.39,1.2,0.049,26,152,0.99346,3.5,0.47,10,6
2524,8.2,0.2,0.38,3.5,0.053,41,174,0.99306,3.22,0.41,11.6,5
